Rank,Release Group,Worldwide,Domestic,%,Foreign
785,Who We Are Now,"$19,128","$19,128",-,-
786,November,"$19,084","$19,084",-,-
787,Frank and Ava,"$18,829","$18,829",-,-
788,Crime + Punishment,"$18,644","$18,644",-,-
789,The Pagan King: The Battle of Death,"$18,598",-,100%,"$18,598"
790,Allegiance to Broadway,"$18,527","$18,527",-,-
791,Desolation,"$18,490","$18,490",-,-
792,306 Hollywood,"$18,399","$18,399",-,-
793,King of Hearts,"$18,130","$17,646",2.7%,$484
794,Batman: Mask of the Phantasm 2018 Re-release,"$17,813","$17,813",-,-
795,The Chronicle of Anna Magdalena Bach,"$17,527","$17,527",-,-
796,"A Bread Factory, Part One/A Bread Factory, Part Two","$17,325","$17,325",-,-
797,Revival,"$17,252","$17,252",-,-
798,Haikara-San: Here Comes Miss Modern,"$16,572","$16,572",-,-
799,Detour,"$16,172","$16,172",-,-
800,Out on Stage,"$15,623","$15,623",-,-
801,Bob le Flambeur,"$15,586","$15,586",-,-
802,When You Read This Letter,"$15,552","$15,552",-,-
803,Postcards from London,"$15,548","$5,312",65.8%,"$10,236"
804,Tom of Finland 2018 Re-release,"$15,483","$3,314",78.6%,"$12,169"
805,Narcissister Organ Player,"$15,334","$15,334",-,-
806,People's Republic of Desire,"$15,241","$15,241",-,-
807,Trust Machine: The Story of Blockchain,"$14,905","$14,905",-,-
808,Ferrante Fever,"$14,518","$11,137",23.3%,"$3,381"
809,The Public Image is Rotten,"$14,464","$11,293",21.9%,"$3,171"
810,The Last Movie Star,"$14,410","$14,410",-,-
811,Chasing the Blues,"$14,030","$14,030",-,-
812,Weed the People,"$13,926","$13,926",-,-
813,Stavisky...,"$13,793","$13,793",-,-
814,Our Blood is Wine,"$13,210","$13,210",-,-
815,Like Me,"$12,965","$12,965",-,-
816,Kangaroo,"$12,626","$4,547",64%,"$8,079"
817,American Socialist: The Life and Times of Eugene Victor Debs,"$12,609","$12,609",-,-
818,Of Fathers and Sons,"$12,579","$12,579",-,-
819,My Art,"$12,554","$12,554",-,-
820,American Chaos,"$12,368","$12,368",-,-
821,L'héritage de la chouette,"$12,316","$12,316",-,-
822,The Most Unknown,"$12,119","$12,119",-,-
823,The Last Race,"$11,947","$11,947",-,-
824,Les Parents Terribles,"$11,818","$11,818",-,-
825,Summer '03,"$11,746","$11,746",-,-
826,Around India with a Movie Camera,"$11,568","$10,389",10.2%,"$1,179"
827,Rendezvous in July,"$11,321","$11,321",-,-
828,Bullitt County,"$11,257","$11,257",-,-
829,Edward II 2018 Re-release,"$11,055","$4,826",56.3%,"$6,229"
830,Class Rank,"$10,452","$10,452",-,-
831,Mama Africa 2018 Re-release,"$10,430","$10,430",-,-
832,The Advocates,"$10,402","$10,402",-,-
833,The Quest of Alain Ducasse,"$9,627","$9,627",-,-
834,Strangers on the Earth,"$9,518","$9,518",-,-
835,El Mar La Mar,"$9,065","$9,065",-,-
836,Step Up: High Water,"$9,005","$9,005",-,-
837,Zoo Wars,"$8,998","$8,998",-,-
838,Survivors Guide To Prison,"$8,982","$8,982",-,-
839,Colossal Youth,"$8,968","$8,331",7.1%,$637
840,Summer of '67,"$8,941","$8,941",-,-
841,This is Congo,"$8,905","$7,051",20.8%,"$1,854"
842,Blood Feast,"$8,708","$8,708",-,-
843,Furlough,"$8,472","$8,472",-,-
844,Spiral,"$8,190","$8,190",-,-
845,Legend of the Mountain,"$7,640","$7,640",-,-
846,Shoah: Four Sisters,"$7,323","$7,323",-,-
847,Tall: The American Skyscraper and Louis Sullivan,"$7,216","$7,216",-,-
848,Painless,"$7,082","$7,082",-,-
849,In Echo Park,"$7,072","$7,072",-,-
850,In the Land of Pomegranates,"$7,014","$7,014",-,-
851,Duck Butter,"$6,877","$6,877",-,-
852,Calling All Earthlings,"$6,756","$6,756",-,-
853,A Whale of a Tale,"$6,747","$6,747",-,-
854,Iceman,"$6,719","$2,138",68.2%,"$4,581"
855,One Last Thing,"$6,232","$6,232",-,-
856,I Am MLK Jr.,"$5,918","$5,918",-,-
857,An Actor Prepares,"$5,891","$1,743",70.4%,"$4,148"
858,Are We Not Cats,"$5,518","$5,518",-,-
859,Cuban Food Stories,"$5,434","$5,434",-,-
860,In Searching,"$5,210","$5,210",-,-
861,Intersection,"$5,116","$5,116",-,-
862,Notes on an Appearance,"$5,065","$5,065",-,-
863,The Texture of Falling,"$5,010","$5,010",-,-
864,Social Animals,"$5,007","$5,007",-,-
865,An L.A. Minute,"$5,004","$5,004",-,-
866,The Other Side of Everything,"$4,685","$4,685",-,-
867,The Long Dumb Road,"$4,667","$4,667",-,-
868,Weightless,"$4,530","$4,461",1.5%,$69
869,The Peacemaker,"$4,400","$4,400",-,-
870,The Party's Just Beginning,"$4,371","$4,145",5.2%,$226
871,Cocote,"$4,224","$3,815",9.7%,$409
872,Stella's Last Weekend,"$4,215","$4,215",-,-
873,Armed,"$3,948","$3,948",-,-
874,American Dresser,"$3,895","$3,895",-,-
875,The Second Time Around,"$3,837","$3,837",-,-
876,Nelly,"$3,751","$3,751",-,-
877,The Family,"$3,696","$3,696",-,-
878,Fourplay,"$3,550","$3,550",-,-
879,The Citizen 2018 Re-release,"$3,495","$3,495",-,-
880,The Cage Fighter,"$3,392","$3,392",-,-
881,Followers,"$3,350","$3,350",-,-
882,Over the Limit,"$3,243","$3,243",-,-
883,Game Changers,"$3,142","$3,142",-,-
884,Hot to Trot,"$3,133","$3,133",-,-
885,Nana,"$2,784","$2,784",-,-
886,Straight Into a Storm,"$2,684","$2,684",-,-
887,ACORN and the Firestorm,"$2,621","$2,621",-,-
888,West Of The Jordan River,"$1,926","$1,926",-,-
889,Finding Happiness,"$1,841","$1,841",-,-
890,The Lost Village,"$1,780","$1,780",-,-
891,Henchmen,"$1,469","$1,469",-,-
892,That Way Madness Lies...,"$1,447","$1,447",-,-
893,Beauty and the Beholder,"$1,368","$1,368",-,-
894,Altered Perception,"$1,259","$1,259",-,-
895,Two Men Went to War 2018 Re-release,"$1,227","$1,227",-,-
896,Under the Turban,"$1,190","$1,190",-,-
897,Half Brothers,"$1,100","$1,100",-,-
898,Invisible Hands,"$1,034","$1,034",-,-
899,TVTV: Video Revolutionaries,$812,$812,-,-
900,Higher Power,$528,$528,-,-
