Rank,Release Group,Worldwide,Domestic,%,Foreign
370,INXS: Baby Live at Wembly Stadium,"$366,425","$161,750",55.9%,"$204,675"
371,Lords of Chaos,"$365,353","$253,184",30.7%,"$112,169"
372,Clemency,"$364,716","$364,716",-,-
373,The Tobacconist,"$360,996",-,100%,"$360,996"
374,K-12,"$359,377","$303,230",15.6%,"$56,147"
375,The Tomorrow Man,"$354,103","$354,103",-,-
376,Star Trek: The Motion Picture 2019 Re-release,"$346,243","$346,243",-,-
377,Triple Threat,"$345,900","$76,289",77.9%,"$269,611"
378,Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,"$338,632","$271,489",19.8%,"$67,143"
379,First Love,"$336,756","$218,329",35.2%,"$118,427"
380,Diane,"$336,166","$336,166",-,-
381,Freaks,"$335,050","$276,591",17.4%,"$58,459"
382,Anthropocene: The Human Epoch,"$334,162","$104,806",68.6%,"$229,356"
383,A Silent Voice: The Movie 2019 Re-release,"$333,984","$333,984",-,-
384,"A White, White Day","$333,928",-,100%,"$333,928"
385,The Big Fight Live: IBF Welterweight Title: Errol Spence Jr. vs. Mikey Garcia,"$328,979","$328,979",-,-
386,Lucy in the Sky,"$325,950","$319,976",1.8%,"$5,974"
387,Sword of Trust,"$323,369","$322,421",0.3%,$948
388,Woodstock,"$320,610","$126,562",60.5%,"$194,048"
389,Cunningham,"$320,293","$265,102",17.2%,"$55,191"
390,Meeting Gorbachev,"$319,230","$251,837",21.1%,"$67,393"
391,You Are Here: A Come From Away Story,"$318,885","$318,885",-,-
392,Ask Dr. Ruth,"$318,230","$297,195",6.6%,"$21,035"
393,Josh Groban Bridges Live from Madison Square Garden,"$315,173","$315,173",-,-
394,Plácido Domingo Gala,"$311,246","$52,502",83.1%,"$258,744"
395,The Third Wife,"$305,755","$84,933",72.2%,"$220,822"
396,Cliffs of Freedom,"$300,842","$72,476",75.9%,"$228,366"
397,Beats,"$295,231",-,100%,"$295,231"
398,Shakira in Concert: El Dorado World Tour,"$294,677","$271,586",7.8%,"$23,091"
399,The Giant Spider Invasion,"$293,053","$293,053",-,-
400,The Zoya Factor,"$289,631","$128,831",55.5%,"$160,800"
401,Saga of Tanya the Evil - The Movie,"$288,460","$288,460",-,-
402,Khalid: Free Spirit,"$284,229","$284,229",-,-
403,Mike Wallace Is Here,"$281,245","$281,245",-,-
404,Octaman,"$280,710","$280,710",-,-
405,Bolshoi Ballet: The Golden Age,"$277,666","$171,916",38.1%,"$105,750"
406,See You Soon,"$277,126",-,100%,"$277,126"
407,True Grit 2019 Re-release,"$276,418","$276,418",-,-
408,Slayer: The Repentless Killogy,"$272,874","$268,727",1.5%,"$4,147"
409,One Child Nation,"$271,841","$270,128",0.6%,"$1,713"
410,Luzia: Cirque du Soleil in Cinema,"$265,673","$265,673",-,-
411,Out of Liberty,"$265,279","$265,279",-,-
412,Asbury Park: Riot Redemption Rock 'n Roll,"$264,983","$167,684",36.7%,"$97,299"
413,Her Smell,"$260,481","$255,599",1.9%,"$4,882"
414,Star Raiders: The Adventures of Saber Raine,"$260,234","$260,234",-,-
415,The Cave,"$258,921","$62,625",75.8%,"$196,296"
416,I Got the Hook Up 2,"$252,293","$252,293",-,-
417,Canal Street,"$251,917","$251,917",-,-
418,The Twilight Zone: A 60th Anniversary Celebration,"$248,514","$248,514",-,-
419,Doctor Who: The End of Time: Part One,"$247,798","$247,798",-,-
420,American Woman,"$245,416","$236,637",3.6%,"$8,779"
421,Out of Blue,"$242,847","$18,779",92.3%,"$224,068"
422,Play the Flute,"$241,251","$241,251",-,-
423,311 Enlarged to Show Detail 3,"$238,791","$238,791",-,-
424,Varda by Agnès,"$235,699","$160,765",31.8%,"$74,934"
425,India's Most Wanted,"$235,351","$176,858",24.9%,"$58,493"
426,Premier Boxing Champions: PBC on FOX: Spence vs. Porter,"$232,973","$232,973",-,-
427,DAZN Boxing: Canelo Alvarez vs. Daniel Jacobs,"$230,703","$230,703",-,-
428,Ophelia,"$229,405","$50,722",77.9%,"$178,683"
429,Mine 9,"$226,421","$226,421",-,-
430,Millennium Actress 2019 Re-release,"$225,250","$225,250",-,-
431,Extra Ordinary,"$223,898","$164,346",26.6%,"$59,552"
432,Premier Boxing Champions: PBC on FOX PPV: Pacquiao vs. Thurman,"$223,858","$223,858",-,-
433,Never Surrender: A Galaxy Quest Documentary,"$222,971","$222,971",-,-
434,The Last Tree,"$222,619","$4,071",98.2%,"$218,548"
435,The Karate Kid 2019 Re-release,"$215,447","$215,447",-,-
436,Hamlet 2019 Re-release,"$214,578","$214,578",-,-
437,Tigers Are Not Afraid 2019 Re-release,"$210,138","$175,559",16.5%,"$34,579"
438,"Faith, Hope & Love","$210,091","$210,091",-,-
439,Kathy Griffin: A Hell of a Story,"$208,907","$208,907",-,-
440,Batman 2019 Re-release,"$207,901","$159,419",23.3%,"$48,482"
441,The Iron Orchard,"$204,881","$204,881",-,-
442,Working Woman,"$204,727","$64,048",68.7%,"$140,679"
443,Hesburgh,"$204,709","$204,709",-,-
444,Blink of an Eye,"$201,874","$201,874",-,-
445,Zombi Child,"$200,909","$25,878",87.1%,"$175,031"
446,Little Joe,"$196,960","$23,862",87.9%,"$173,098"
447,Family,"$194,601","$194,601",-,-
448,Mr. Klein,"$193,028","$193,028",-,-
449,The Divine Plan,"$190,031","$190,031",-,-
450,Buñuel in the Labyrinth of the Turtles,"$185,675","$36,205",80.5%,"$149,470"
451,To Dust,"$184,495","$184,495",-,-
452,The River and the Wall,"$183,602","$183,602",-,-
453,Giant Little Ones,"$181,507","$181,507",-,-
454,Rafiki,"$181,316","$137,968",23.9%,"$43,348"
455,Walking on Water,"$178,119","$102,140",42.7%,"$75,979"
456,Modest Heroes,"$178,027","$178,027",-,-
457,The Warrior Queen of Jhansi,"$177,289","$177,289",-,-
458,"Iyengar: The Man, Yoga, and the Student's Journey","$176,387","$176,387",-,-
459,Them That Follow,"$172,952","$159,218",7.9%,"$13,734"
460,Little Woods,"$171,912","$150,010",12.7%,"$21,902"
461,Palau the Movie,"$171,155","$134,696",21.3%,"$36,459"
462,Britt-Marie Was Here,"$168,862","$36,549",78.4%,"$132,313"
463,Bright Ones,"$165,627","$165,627",-,-
464,The Chambermaid,"$164,531","$86,422",47.5%,"$78,109"
465,Halston,"$163,446","$151,991",7%,"$11,455"
466,"Diana Ross: Her Life, Love and Legacy","$160,968","$160,968",-,-
467,Money,"$155,732","$155,732",-,-
468,Before You Know It,"$151,507","$151,507",-,-
469,Jay Myself,"$151,331","$151,331",-,-
470,Glory 2019 Re-release,"$150,801","$150,801",-,-
471,Piercing,"$149,211","$15,856",89.4%,"$133,355"
472,The Kingmaker,"$148,611","$122,587",17.5%,"$26,024"
473,Trial by Fire,"$148,504","$148,504",-,-
474,War and Peace,"$148,503","$148,503",-,-
475,Driven,"$147,172",-,100%,"$147,172"
476,Citizen K,"$145,941","$120,411",17.5%,"$25,530"
477,Framing John DeLorean,"$145,625","$145,625",-,-
478,Doctor Who: Logopolis,"$143,248","$143,248",-,-
479,Branagh Theatre Live: The Winter's Tale,"$141,143","$141,143",-,-
480,Canelo vs. Kovalev,"$140,820","$140,820",-,-
481,Wilder vs. Ortiz,"$139,207","$139,207",-,-
482,Who Will Write Our History,"$138,868","$138,039",0.6%,$829
483,Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,"$137,888","$137,888",-,-
484,Sonchiriya,"$135,413","$86,765",35.9%,"$48,648"
485,The Other Story,"$135,191","$135,191",-,-
486,Made in Abyss: Journey's Dawn,"$134,194","$134,047",0.1%,$147
487,Be Natural: The Untold Story of Alice Guy-Blaché,"$133,603","$115,685",13.4%,"$17,918"
488,The Wind,"$130,974","$28,252",78.4%,"$102,722"
489,Mister America,"$130,897","$130,897",-,-
490,Section 375,"$129,916",-,100%,"$129,916"
491,Paris Is Burning 2019 Re-release,"$125,677","$125,677",-,-
492,This Changes Everything,"$125,348","$64,988",48.2%,"$60,360"
493,Mary Magdalene 2019 Re-release,"$124,741","$124,741",-,-
494,A Tuba to Cuba,"$124,592","$121,772",2.3%,"$2,820"
495,Easy Rider 2019 Re-release,"$123,276","$123,276",-,-
496,Tremors,"$121,813","$23,911",80.4%,"$97,902"
497,Avant qu'on explose,"$119,894","$119,894",-,-
498,Skin,"$116,863",-,100%,"$116,863"
499,Mob Psycho 100,"$115,766","$115,766",-,-
500,The Woman Who Loves Giraffes,"$113,858","$113,858",-,-
501,Police Story,"$113,164","$113,164",-,-
502,Babylon,"$109,749","$109,749",-,-
503,The Brink,"$106,057","$106,057",-,-
504,Cold Case Hammarskjöld,"$104,965","$104,965",-,-
505,Hotel by the River,"$101,879","$28,354",72.2%,"$73,525"
506,Those Who Remained,"$101,737",-,100%,"$101,737"
507,QT8: The First Eight,"$101,616","$51,896",48.9%,"$49,720"
508,Heavy Water,"$99,503","$55,446",44.3%,"$44,057"
509,High Strung Free Dance 2019 Re-release,"$98,481","$83,891",14.8%,"$14,590"
510,Charlie Says,"$98,240","$40,685",58.6%,"$57,555"
511,Prassthanam,"$97,204","$19,984",79.4%,"$77,220"
512,Little Monsters,"$97,111",-,100%,"$97,111"
513,Saint Judy,"$96,212","$78,935",18%,"$17,277"
514,A Bigger Splash 2019 Re-release,"$95,826","$95,826",-,-
515,The Final Wish,"$95,215","$25,183",73.6%,"$70,032"
516,Papi Chulo,"$94,321","$84,703",10.2%,"$9,618"
517,Mapplethorpe,"$91,002","$91,002",-,-
518,Loopers: The Caddie's Long Walk,"$90,679","$90,679",-,-
519,The Lumber Baron,"$88,336","$88,336",-,-
520,Jim Allison: Breakthrough,"$87,984","$87,984",-,-
521,Rosie,"$87,788","$6,839",92.2%,"$80,949"
522,ECCO,"$86,858","$86,858",-,-
523,Vault,"$86,741","$29,491",66%,"$57,250"
524,Skid Row Marathon,"$84,997","$84,997",-,-
525,Woodstock,"$84,440","$84,440",-,-
526,The Disappearance of My Mother,"$83,930","$24,951",70.3%,"$58,979"
527,Prey,"$82,258",-,100%,"$82,258"
528,Kind Hearts and Coronets 2019 Re-release,"$80,795","$35,948",55.5%,"$44,847"
529,Batman Returns 2019 Re-release,"$80,699","$70,642",12.5%,"$10,057"
530,Ms. Purple,"$80,657","$80,657",-,-
531,Armstrong,"$80,169","$19,740",75.4%,"$60,429"
532,End of the Century,"$79,607","$66,309",16.7%,"$13,298"
533,Christ Stopped at Eboli,"$78,736","$78,736",-,-
534,Fast Colour,"$76,916","$76,916",-,-
535,Greener Grass,"$76,045","$51,456",32.3%,"$24,589"
536,5B,"$72,968","$72,968",-,-
537,Free Trip to Egypt 2019 Re-release,"$71,087","$71,087",-,-
538,Last Year at Marienbad 2019 Re-release,"$68,402","$63,425",7.3%,"$4,977"
539,¡He matado a mi marido!,"$68,017","$45,777",32.7%,"$22,240"
540,Being Frank,"$67,343","$67,343",-,-
541,Making Waves: The Art of Cinematic Sound,"$63,998","$53,144",17%,"$10,854"
542,"Love, Antosha","$62,900","$50,168",20.2%,"$12,732"
543,The Mountain,"$61,035","$61,035",-,-
544,John Fogerty: 50 Year Trip - Live at Red Rocks,"$59,795","$59,795",-,-
545,Notebook,"$56,166",-,100%,"$56,166"
546,Midnight Family,"$51,712","$42,310",18.2%,"$9,402"
547,Clinton Road,"$50,400","$50,400",-,-
548,Midnight Traveler,"$50,336","$41,265",18%,"$9,071"
549,Free Trip to Egypt,"$49,693","$49,693",-,-
550,The Bounty Killer,"$48,815","$48,815",-,-
551,The Queen,"$47,818","$47,818",-,-
552,The Raft,"$47,269","$39,678",16.1%,"$7,591"
553,High on the Hog,"$45,696","$45,696",-,-
554,The Proposal,"$45,149","$45,149",-,-
555,Celebration,"$44,898","$22,557",49.8%,"$22,341"
556,What Is Democracy?,"$44,536","$44,536",-,-
557,Maze 2019 Re-release,"$44,381","$44,381",-,-
558,What You Gonna Do When the World's on Fire?,"$44,290","$4,672",89.5%,"$39,618"
559,Carmine Street Guitars,"$44,253","$44,253",-,-
560,Slut in a Good Way,"$44,240","$40,513",8.4%,"$3,727"
561,Our Time,"$42,107","$14,777",64.9%,"$27,330"
562,Union,"$41,656","$41,656",-,-
563,Why Don't You Just Die!,"$40,995",-,100%,"$40,995"
564,Aniara,"$40,124","$40,124",-,-
565,Zilla and Zoe,"$39,003","$39,003",-,-
566,Shed of the Dead,"$38,901","$38,901",-,-
567,Batman Forever 2019 Re-release,"$38,387","$38,014",1%,$373
568,Memory: The Origins of Alien,"$37,272","$31,378",15.8%,"$5,894"
569,The Quiet One,"$37,010","$37,010",-,-
570,The Death of Dick Long,"$36,856","$36,856",-,-
571,Loro,"$35,613","$35,613",-,-
572,Ága,"$35,178","$35,178",-,-
573,Killer Unicorn,"$33,901","$33,901",-,-
574,Moonlight Sonata: Deafness in Three Movements,"$33,823","$33,823",-,-
575,An Acceptable Loss,"$32,427","$32,427",-,-
576,10E,"$32,413","$32,413",-,-
577,Shooting the Mafia,"$32,042","$10,881",66%,"$21,161"
578,Desolation Center,"$32,016","$32,016",-,-
579,Gift,"$31,588","$31,588",-,-
580,The Cat Rescuers,"$31,540","$31,540",-,-
581,Buddy,"$31,203","$31,203",-,-
582,Pasolini 2019 Re-release,"$30,757","$30,757",-,-
583,Los Reyes,"$30,418","$30,418",-,-
584,Lionel Richie at Glastonbury,"$30,123","$30,123",-,-
585,The Perfect Race,"$29,644","$29,644",-,-
586,The Ground Beneath My Feet,"$29,251","$29,251",-,-
587,Batman & Robin 2019 Re-release,"$28,793","$28,597",0.7%,$196
588,The Load,"$28,410","$28,410",-,-
589,El Norte 2019 Re-release,"$27,920","$27,920",-,-
590,Bauhaus Spirit: 100 Years of Bauhaus,"$27,768","$17,122",38.3%,"$10,646"
591,"Leaving Home, Coming Home: A Portrait of Robert Frank","$27,073","$27,073",-,-
592,Wrestle,"$26,597","$26,597",-,-
593,Donnybrook,"$26,284","$26,284",-,-
594,Strike,"$24,743","$15,758",36.3%,"$8,985"
595,Hyenas,"$24,672","$24,672",-,-
596,The Aspern Papers,"$24,554","$9,277",62.2%,"$15,277"
597,Chasing Einstein,"$24,057","$24,057",-,-
598,Robert the Bruce,"$23,425",-,100%,"$23,425"
599,Ode to Joy,"$22,594","$17,303",23.4%,"$5,291"
600,The Sound of Silence,"$21,994","$20,013",9%,"$1,981"
601,Wicked Witches,"$21,600","$21,600",-,-
602,Round of Your Life,"$20,941","$20,941",-,-
603,General Magic,"$20,046","$20,046",-,-
604,The Gospel of Eureka,"$20,039","$20,039",-,-
605,Scandalous: The True Story of the National Enquirer,"$18,759","$18,759",-,-
606,Before Stonewall,"$18,724","$18,724",-,-
607,The Return of Martin Guerre 2019 Re-release,"$18,603","$18,603",-,-
608,"Phoenix, Oregon","$18,356","$18,356",-,-
609,The Cranes Are Flying,"$17,923","$17,923",-,-
610,Chained for Life,"$17,431","$17,431",-,-
611,Joseph Pulitzer: Voice of the People,"$16,970","$16,970",-,-
612,Virginia Minnesota,"$16,118","$16,118",-,-
613,Starfish,"$15,849","$15,849",-,-
614,Trinity Seven The Movie 2: Heavens Library & Crimson Lord,"$15,712","$15,712",-,-
615,The Competition 2019 Re-release,"$15,622","$15,622",-,-
616,Stuffed,"$15,532","$15,532",-,-
617,Between the Lines,"$15,383","$15,383",-,-
618,Funan,"$15,152","$15,152",-,-
619,Wrinkles the Clown,"$14,938","$14,938",-,-
620,ZZ Top: That Little Ol' Band from Texas,"$14,879","$14,879",-,-
621,My Son 2019 Re-release,"$14,450","$14,450",-,-
622,Combat Obscura,"$14,242","$14,242",-,-
623,Screwball,"$13,967","$13,967",-,-
624,Genesis,"$13,856","$6,784",51%,"$7,072"
625,This One's for the Ladies,"$13,688","$13,688",-,-
626,Rapid Response,"$13,294","$13,294",-,-
627,Off Season,"$12,544","$12,544",-,-
628,Bricked,"$12,201","$12,201",-,-
629,Zen for Nothing,"$12,107","$12,107",-,-
630,Imprisoned,"$12,050","$12,050",-,-
631,Quartet,"$12,042","$12,042",-,-
632,"Cassandro, The Exotico!","$11,897","$11,897",-,-
633,In Like Flynn,"$11,255","$11,255",-,-
634,Made Me Do It,"$11,151","$11,151",-,-
635,Suburban Birds,"$10,997","$10,997",-,-
636,If the Dancer Dances,"$10,912","$10,912",-,-
637,Vision Portraits,"$10,771","$10,771",-,-
638,When Lambs Become Lions,"$10,197","$9,337",8.4%,$860
639,Olivia,"$9,934","$9,934",-,-
640,Streetwise,"$9,904","$9,904",-,-
641,The Spanish Prisoner 2019 Re-release,"$9,589","$9,589",-,-
642,Fritz Lang's Indian Epic 2019 re-release,"$9,345","$9,345",-,-
643,A Dark Place,"$9,212",-,100%,"$9,212"
644,Cracked Up,"$9,197","$9,197",-,-
645,Frantz Fanon: Black Skin White Mask,"$9,025","$9,025",-,-
646,The Meanest Man in Texas,"$8,850","$8,850",-,-
647,That Part Feeling - the Universe of Arvo Part,"$8,812","$8,812",-,-
648,The Dead Center,"$8,320","$8,320",-,-
649,Angels Are Made Of Light,"$7,919","$7,919",-,-
650,This Magnificent Cake!,"$7,888","$7,888",-,-
651,Ghost Fleet,"$7,850","$7,850",-,-
652,The Plagiarists,"$7,768","$7,768",-,-
653,Gregory's Girl,"$7,710","$7,710",-,-
654,I'll Take Your Dead,"$7,692","$7,692",-,-
655,Beloved Beast,"$7,301","$7,301",-,-
656,Dying to Survive 2019 Re-release,"$6,752","$6,752",-,-
657,Under the Eiffel Tower,"$6,291","$6,291",-,-
658,Relaxer,"$6,133","$6,133",-,-
659,Série noire,"$5,633","$5,633",-,-
660,The Miracle of the Little Prince,"$5,553","$5,553",-,-
661,Chokehold,"$5,200","$5,200",-,-
662,The Gliksmans,"$5,166","$5,166",-,-
663,100 Acres of Hell,"$5,152","$5,152",-,-
664,Body at Brighton Rock,"$5,123","$5,123",-,-
665,Chulas Fronteras,"$5,021","$5,021",-,-
666,The Garden,"$5,006","$5,006",-,-
667,Malek,"$4,898","$4,898",-,-
668,I'm Leaving Now,"$4,488","$4,488",-,-
669,SGT. Will Gardner,"$4,405","$4,405",-,-
670,Tito and the Birds,"$4,332","$4,332",-,-
671,The Fate of Lee Khan,"$4,295","$4,295",-,-
672,State Like Sleep,"$4,282","$4,282",-,-
673,La Flor,"$4,032","$4,032",-,-
674,Mother of a Day,"$3,919","$3,919",-,-
675,Wallflower,"$3,801","$3,801",-,-
676,The Wandering Soap Opera,"$3,624","$3,624",-,-
677,Rottentail,"$3,383","$3,383",-,-
678,Chasing Portraits,"$3,076","$3,076",-,-
679,Back to the Fatherland,"$2,697","$2,697",-,-
680,Division 19,"$2,680","$1,699",36.6%,$981
681,Joan the Maid 1: The Battles,"$2,562","$2,562",-,-
682,TINY: The Life of Erin Blackwell,"$2,465","$2,465",-,-
683,I Lost Albert 2019 Re-release,"$2,354","$2,354",-,-
684,A German Youth,"$2,343","$2,343",-,-
685,Serendipity,"$2,298","$2,298",-,-
686,Jihadists,"$2,104","$2,104",-,-
687,Jimi Hendrix Electric Church,"$1,818",-,100%,"$1,818"
688,Game Day,"$1,624","$1,624",-,-
689,The Hours and Times,"$1,273","$1,273",-,-
690,The Untold Story,$790,$790,-,-
691,The Portal,$685,-,100%,$685
