Rank,Release Group,Worldwide,Domestic,%,Foreign
361,Befikre,"$1,040,421","$498,000",52.1%,"$542,421"
362,"Polina, danser sa vie","$996,425","$165,203",83.4%,"$831,222"
363,Gimme Danger,"$950,040","$440,627",53.6%,"$509,413"
364,Dark Horse 2016 Re-release,"$944,061","$940,715",0.4%,"$3,346"
365,Kaili Blues,"$935,236","$32,164",96.6%,"$903,072"
366,Gentleman,"$923,884","$897,876",2.8%,"$26,008"
367,A Woman's Life,"$895,944","$37,626",95.8%,"$858,318"
368,Believe,"$890,303","$890,303",-,-
369,The Sea of Trees,"$850,985","$20,444",97.6%,"$830,541"
370,31,"$850,419","$779,820",8.3%,"$70,599"
371,Premam,"$834,525","$828,278",0.7%,"$6,247"
372,Tickled,"$790,519","$613,956",22.3%,"$176,563"
373,Lo and Behold: Reveries of the Connected World,"$765,796","$594,912",22.3%,"$170,884"
374,The Polar Express 2016 IMAX Release,"$765,154","$765,154",-,-
375,Saturday's Warrior,"$744,046","$744,046",-,-
376,Wiener-Dog,"$734,729","$477,453",35%,"$257,276"
377,Mr. Church,"$685,780","$685,780",-,-
378,3 Generations,"$680,351","$155,936",77.1%,"$524,415"
379,Baaghi,"$676,602","$438,207",35.2%,"$238,395"
380,Mr. Gaga: A True Story of Love and Dance,"$665,617","$173,994",73.9%,"$491,623"
381,City of Gold,"$660,445","$640,979",2.9%,"$19,466"
382,The Family Fang,"$649,555","$262,921",59.5%,"$386,634"
383,Range 15,"$621,738","$621,738",-,-
384,The Bronze,"$615,816","$615,816",-,-
385,Mr. Right,"$607,595","$34,694",94.3%,"$572,901"
386,The Fencer 2016 Re-release,"$599,537","$95,952",84%,"$503,585"
387,Gleason,"$583,664","$583,664",-,-
388,Harry & Snowman,"$578,820","$561,460",3%,"$17,360"
389,The Happiest Day in the Life of Olli Maki,"$562,537",-,100%,"$562,537"
390,Endless Poetry,"$554,706","$153,440",72.3%,"$401,266"
391,Viral,"$551,760",-,100%,"$551,760"
392,We Are X,"$548,126","$45,270",91.7%,"$502,856"
393,Planetarium,"$546,584","$3,262",99.4%,"$543,322"
394,Kahaani 2,"$532,877","$350,703",34.2%,"$182,174"
395,Willy Wonka & the Chocolate Factory 2016 Re-release,"$526,954","$526,633",<0.1%,$321
396,Only Yesterday 2016 Re-release,"$525,958","$453,243",13.8%,"$72,715"
397,Unsullied,"$510,957","$510,957",-,-
398,Our Little Sister 2016 Re-release,"$483,559","$467,555",3.3%,"$16,004"
399,Staying Vertical,"$456,271","$12,158",97.3%,"$444,113"
400,Blackway,"$426,491","$27,079",93.7%,"$399,412"
401,Happy Bhaag Jayegi 2016 Re-release,"$426,345","$351,840",17.5%,"$74,505"
402,Viva,"$423,976","$178,008",58%,"$245,968"
403,Mad Max: Fury Road 2016 Re-release,"$421,986","$421,986",-,-
404,The Bounce Back,"$421,404","$321,910",23.6%,"$99,494"
405,Voiceless,"$419,952","$419,952",-,-
406,Sand Storm,"$414,698","$86,800",79.1%,"$327,898"
407,Three,"$391,957","$331,507",15.4%,"$60,450"
408,Chronic,"$374,704","$9,033",97.6%,"$365,671"
409,Eat That Question,"$365,540","$355,074",2.9%,"$10,466"
410,Souvenir,"$359,798","$11,411",96.8%,"$348,387"
411,The Invitation,"$354,835","$231,737",34.7%,"$123,098"
412,Kaashmora,"$354,631","$327,959",7.5%,"$26,672"
413,Howards End 2016 Re-release,"$353,525","$160,282",54.7%,"$193,243"
414,Satanic,"$349,183",$252,99.9%,"$348,931"
415,The Idol,"$343,059",-,100%,"$343,059"
416,"Life, Animated","$342,664","$255,388",25.5%,"$87,276"
417,Voyage of Time: The IMAX Experience,"$337,038","$55,409",83.6%,"$281,629"
418,Nocturama,"$321,768","$30,157",90.6%,"$291,611"
419,The Student,"$318,123","$1,126",99.6%,"$316,997"
420,AmeriGeddon,"$316,554","$316,554",-,-
421,Christine,"$313,465","$298,525",4.8%,"$14,940"
422,Under the Sun,"$305,993","$105,036",65.7%,"$200,957"
423,Kaptaan,"$296,715","$203,790",31.3%,"$92,925"
424,The Tenth Man,"$295,129","$63,564",78.5%,"$231,565"
425,Jimmy Vestvood: Amerikan Hero,"$290,080","$230,069",20.7%,"$60,011"
426,Tumbledown,"$282,083","$135,026",52.1%,"$147,057"
427,Ho Mann Jahaan,"$281,926","$208,611",26%,"$73,315"
428,Havenhurst,"$279,372",-,100%,"$279,372"
429,Exposed,"$269,915",-,100%,"$269,915"
430,The Carer,"$267,995","$6,208",97.7%,"$261,787"
431,Minimalism: A Documentary About the Important Things,"$261,865","$261,865",-,-
432,The Unspoken,"$258,760",-,100%,"$258,760"
433,Wild Oats,"$247,949","$40,598",83.6%,"$207,351"
434,The Love Witch,"$246,218","$228,894",7%,"$17,324"
435,Term Life,"$243,793","$21,256",91.3%,"$222,537"
436,Tampopo,"$224,097","$224,097",-,-
437,Spirit of the Game,"$222,565","$222,565",-,-
438,Complete Unknown,"$217,473","$191,761",11.8%,"$25,712"
439,Fatima,"$212,228","$50,105",76.4%,"$162,123"
440,Donnie Darko 2016 Re-release,"$212,034","$207,971",1.9%,"$4,063"
441,The Death of Louis XIV,"$209,715","$43,635",79.2%,"$166,080"
442,SEED: The Untold Story,"$209,580","$207,825",0.8%,"$1,755"
443,Don't Call Me Son,"$204,583","$11,678",94.3%,"$192,905"
444,"Hieronymus Bosch, Touched by the Devil","$201,907","$172,533",14.5%,"$29,374"
445,White Girl,"$200,242","$200,242",-,-
446,The Fallen Idol 2016 Re-release,"$199,619","$199,619",-,-
447,Digimon Adventure tri. Part 1: Reunion,"$190,581","$190,581",-,-
448,The Masked Saint,"$182,695","$182,695",-,-
449,Vigilante Diaries,"$176,777","$1,991",98.9%,"$174,786"
450,Neon Bull,"$173,219","$26,734",84.6%,"$146,485"
451,Apparition Hill,"$170,457","$170,457",-,-
452,The Fits,"$169,236","$166,425",1.7%,"$2,811"
453,De Palma,"$168,045","$165,237",1.7%,"$2,808"
454,Tharlo,"$161,229","$17,091",89.4%,"$144,138"
455,Beauty and the Beast 2016 Re-release,"$160,215","$160,215",-,-
456,The Model,"$159,743",-,100%,"$159,743"
457,The Witness,"$159,305","$159,305",-,-
458,Until Forever,"$158,872","$35,839",77.4%,"$123,033"
459,Eva Hesse,"$157,481","$157,481",-,-
460,Suntan,"$157,267","$6,643",95.8%,"$150,624"
461,The Call Up,"$152,294",-,100%,"$152,294"
462,One Week and a Day,"$152,178","$41,614",72.7%,"$110,564"
463,Born to Be Blue,"$151,926","$151,926",-,-
464,Generation Found,"$151,751","$151,751",-,-
465,Kicks,"$150,191","$150,191",-,-
466,Michael Moore in TrumpLand,"$149,090","$149,090",-,-
467,From Afar,"$148,630","$30,169",79.7%,"$118,461"
468,Touched with Fire,"$146,487","$146,487",-,-
469,Krisha,"$144,822","$144,822",-,-
470,Clash,"$143,121","$18,215",87.3%,"$124,906"
471,Rock on 2,"$139,173","$98,868",29%,"$40,305"
472,Psycho-Pass: The Movie,"$138,366","$138,366",-,-
473,The Kind Words,"$135,382","$135,382",-,-
474,Ism,"$134,165","$134,165",-,-
475,Under the Shadow,"$133,324","$31,900",76.1%,"$101,424"
476,Dawson City: Frozen Time,"$132,369","$132,369",-,-
477,Requiem for the American Dream,"$130,152","$130,152",-,-
478,Chimes at Midnight,"$126,724","$126,724",-,-
479,The Ones Below,"$121,827","$12,488",89.7%,"$109,339"
480,The Girl Without Hands,"$121,020","$21,787",82%,"$99,233"
481,Miss Sharon Jones!,"$120,880","$120,880",-,-
482,Hockney 2016 Re-release,"$120,745","$120,745",-,-
483,Remember the Goal,"$119,100","$119,100",-,-
484,Until Forever 2016 Re-release,"$118,795","$105,358",11.3%,"$13,437"
485,Victor,"$117,755","$117,755",-,-
486,Caged No More,"$114,959","$114,959",-,-
487,Elevator to the Gallows 2016 Re-release,"$111,267","$111,267",-,-
488,Zero Days,"$109,649","$109,649",-,-
489,Cameraperson,"$109,464","$102,033",6.8%,"$7,431"
490,Jeruzalem,"$107,024","$11,287",89.5%,"$95,737"
491,Best Worst Thing That Ever Could Have Happened...,"$106,986","$106,986",-,-
492,Vita Activa: The Spirit of Hannah Arendt,"$106,768","$82,143",23.1%,"$24,625"
493,Dekalog 2016 Re-release,"$106,494","$106,494",-,-
494,Dictator,"$104,734","$104,734",-,-
495,Demon,"$104,038","$104,038",-,-
496,Puerto Ricans in Paris,"$102,890","$102,890",-,-
497,Tanna,"$102,225","$46,654",54.4%,"$55,571"
498,Tower,"$101,987","$101,987",-,-
499,Magnus,"$101,739","$8,944",91.2%,"$92,795"
500,The Lovers & the Despot,"$95,521","$55,511",41.9%,"$40,010"
501,Saala Khadoos,"$94,787","$76,931",18.8%,"$17,856"
502,The Fight Within,"$94,326","$94,326",-,-
503,Into the Forest,"$92,166","$9,995",89.2%,"$82,171"
504,Other People,"$91,441","$91,441",-,-
505,Morris from America,"$91,151","$91,151",-,-
506,A Kind of Murder,"$91,149","$2,915",96.8%,"$88,234"
507,Moonwalkers,"$90,646",-,100%,"$90,646"
508,The Good Neighbor,"$90,573",-,100%,"$90,573"
509,Fireworks Wednesday 2016 Re-release,"$90,519","$90,519",-,-
510,Ocean Waves,"$87,738","$87,738",-,-
511,Author: The JT LeRoy Story,"$87,686","$85,999",1.9%,"$1,687"
512,"My Love, Don't Cross That River 2016 Re-release","$86,446","$86,446",-,-
513,Ran 2016 Re-release,"$84,789","$66,097",22%,"$18,692"
514,Los Sures,"$83,992","$83,992",-,-
515,The Treasure,"$82,392","$50,203",39.1%,"$32,189"
516,King Cobra,"$81,757","$81,757",-,-
517,For the Love of Spock,"$80,141","$80,141",-,-
518,Colliding Dreams,"$78,288","$78,288",-,-
519,Anesthesia,"$78,270","$32,163",58.9%,"$46,107"
520,Don't Blink,"$76,134","$76,134",-,-
521,The Ornithologist,"$74,714","$50,511",32.4%,"$24,203"
522,The Monster,"$74,700","$12,544",83.2%,"$62,156"
523,Reset,"$74,341","$5,454",92.7%,"$68,887"
524,Do Not Resist,"$72,791","$72,791",-,-
525,Raiders!: The Story of the Greatest Fan Film Ever Made,"$71,916","$71,916",-,-
526,The Congressman,"$71,451","$71,451",-,-
527,My Journey Through French Cinema,"$71,174","$52,214",26.6%,"$18,960"
528,Norman Lear: Just Another Version of You,"$70,950","$70,950",-,-
529,Rocky Handsome,"$69,289",-,100%,"$69,289"
530,Mastizaade,"$68,583","$43,403",36.7%,"$25,180"
531,Wildflower,"$68,577","$18,062",73.7%,"$50,515"
532,Sanam Teri Kasam,"$67,736","$22,121",67.3%,"$45,615"
533,The Greasy Strangler,"$67,427","$45,878",32%,"$21,549"
534,Max Rose,"$66,680","$66,680",-,-
535,King Georges,"$66,175","$66,175",-,-
536,Girl Asleep,"$64,056","$60,289",5.9%,"$3,767"
537,Trapped,"$63,241","$63,241",-,-
538,Creative Control,"$63,014","$63,014",-,-
539,Mifune: The Last Samurai,"$62,279","$62,279",-,-
540,In a Valley of Violence,"$61,797","$61,797",-,-
541,The Seasons In Quincy: Four Portraits of John Berger,"$61,267","$28,456",53.6%,"$32,811"
542,Apprentice,"$60,752","$2,578",95.8%,"$58,174"
543,Too Late,"$60,438","$60,438",-,-
544,Presenting Princess Shaw,"$60,197","$60,197",-,-
545,Command and Control,"$57,635","$57,635",-,-
546,Sold,"$57,527","$57,527",-,-
547,The Battle of Algiers 2016 Re-release,"$56,853","$56,853",-,-
548,Wedding Doll,"$56,196","$56,196",-,-
549,Évolution,"$55,985","$24,770",55.8%,"$31,215"
550,Holidays,"$55,621",-,100%,"$55,621"
551,The Last Man on the Moon,"$53,881","$52,482",2.6%,"$1,399"
552,Down by Love,"$53,780",$675,98.7%,"$53,105"
553,The Unknowns,"$51,035","$51,035",-,-
554,As I Open My Eyes,"$50,721","$30,989",38.9%,"$19,732"
555,In Order of Disappearance 2016 Re-release,"$50,251","$50,251",-,-
556,Daughters of the Dust 2016 Re-release,"$47,287","$40,986",13.3%,"$6,301"
557,3 Weeks in Yerevan,"$45,536","$45,536",-,-
558,Nuts!,"$44,230","$44,230",-,-
559,Danny Says,"$44,213","$44,213",-,-
560,The Land,"$43,756","$43,756",-,-
561,The Empire of Corpses,"$43,320",-,100%,"$43,320"
562,Closet Monster,"$42,360","$42,166",0.5%,$194
563,In Pursuit of Silence,"$41,913","$29,834",28.8%,"$12,079"
564,Of Mind and Music,"$40,322","$15,073",62.6%,"$25,249"
565,Is That a Gun in Your Pocket?,"$39,928","$39,928",-,-
566,The Homeless Billionaire,"$39,493","$39,493",-,-
567,La Notte,"$39,236","$39,236",-,-
568,The Son of Joseph,"$38,774","$30,588",21.1%,"$8,186"
569,Restored Me,"$38,745","$38,745",-,-
570,Catching the Sun,"$38,613","$38,613",-,-
571,Spa Night,"$38,578","$38,578",-,-
572,Troublemakers: The Story of Land Art,"$38,571","$29,462",23.6%,"$9,109"
573,Multiple Maniacs,"$38,403","$33,036",14%,"$5,367"
574,Germans & Jews,"$38,100","$38,100",-,-
575,Moscow Never Sleeps,"$38,004","$25,306",33.4%,"$12,698"
576,Band of Outsiders 2016 Re-release,"$38,004","$38,004",-,-
577,News from Planet Mars,"$37,507",$310,99.2%,"$37,197"
578,Trust Fund,"$36,885","$36,885",-,-
579,Yoga Hosers,"$36,585",-,100%,"$36,585"
580,How to Let Go of the World: and Love All the Things Climate Can't Change,"$36,386","$36,386",-,-
581,"Kill Me, Deadly","$36,027","$36,027",-,-
582,Off the Rails,"$34,249","$34,249",-,-
583,Being Charlie,"$32,964","$30,400",7.8%,"$2,564"
584,The Intervention,"$32,919","$32,919",-,-
585,No Home Movie,"$32,757","$32,757",-,-
586,Rurouni Kenshin Part I: Origins 2016 Re-release,"$32,445","$32,445",-,-
587,"Rio, I Love You 2016 Re-release","$31,982","$31,982",-,-
588,Paths of the Soul,"$31,747","$31,747",-,-
589,The Seventh Fire,"$30,977","$30,112",2.8%,$865
590,Lamb,"$30,844","$14,547",52.8%,"$16,297"
591,Therapy for a Vampire 2016 Re-release,"$30,115","$30,115",-,-
592,The Eyes of My Mother,"$29,539","$27,099",8.3%,"$2,440"
593,The Best Democracy Money Can Buy,"$29,500","$29,500",-,-
594,The Dog Wedding,"$29,495","$29,495",-,-
595,Time to Choose,"$29,233","$29,233",-,-
596,"Rabin, the Last Day","$28,411","$28,411",-,-
597,Take Me to the River,"$28,041","$28,041",-,-
598,Kate Plays Christine,"$27,364","$25,564",6.6%,"$1,800"
599,Unlocking the Cage,"$27,284","$27,284",-,-
600,A Monster with a Thousand Heads,"$26,865","$24,852",7.5%,"$2,013"
601,Front Cover,"$26,409","$26,409",-,-
602,Gurukulam,"$25,651","$25,651",-,-
603,Banjo,"$25,531","$25,531",-,-
604,Kill Command,"$25,427",-,100%,"$25,427"
605,Disturbing the Peace,"$25,287","$25,287",-,-
606,Madaari,"$24,822",-,100%,"$24,822"
607,Sudden Fear,"$24,476","$24,476",-,-
608,Last Days in the Desert,"$24,352",-,100%,"$24,352"
609,Level Up,"$24,083","$1,469",93.9%,"$22,614"
610,The Fiancé,"$23,986","$23,986",-,-
611,Almost Holy,"$23,957","$21,142",11.8%,"$2,815"
612,Southbound,"$23,665","$23,665",-,-
613,Good Kids,"$23,627",-,100%,"$23,627"
614,The Hill Chris Climbed: The Gridiron Heroes Story,"$23,487","$23,487",-,-
615,Goat,"$23,020","$23,020",-,-
616,Mirza's Lady,"$22,886",-,100%,"$22,886"
617,The Black Dove,"$22,517","$22,517",-,-
618,Kamikaze 89,"$22,440","$22,440",-,-
619,Be Here Now,"$22,424","$22,424",-,-
620,Generation Startup,"$22,271","$22,271",-,-
621,Reparation,"$22,267","$22,267",-,-
622,Pet,"$22,003","$8,004",63.6%,"$13,999"
623,Blue Jay,"$21,626","$21,626",-,-
624,Thank You for Your Service,"$21,497","$21,497",-,-
625,Already Tomorrow in Hong Kong,"$21,206","$21,206",-,-
626,Time Changer 2016 Re-release,"$20,797","$20,797",-,-
627,Band of Robbers,"$20,555","$20,555",-,-
628,This Last Lonely Place,"$20,507","$20,507",-,-
629,Never,"$20,431","$20,431",-,-
630,New World Order,"$20,205","$20,205",-,-
631,Love Me True,"$20,100","$20,100",-,-
632,"No Pay, Nudity","$20,017","$20,017",-,-
633,The Romans,"$19,705","$19,705",-,-
634,Kills On Wheels 2016 Re-release,"$19,680","$15,898",19.2%,"$3,782"
635,Art Bastard,"$19,600","$19,600",-,-
636,Zoology,"$19,572",-,100%,"$19,572"
637,Hannah: Buddhism's Untold Journey,"$19,526",$396,98%,"$19,130"
638,Hunter Gatherer,"$19,462","$19,462",-,-
639,Revelation: Dawn of Global Government,"$19,107","$19,107",-,-
640,Search Engines,"$19,033","$19,033",-,-
641,Ktown Cowboys,"$18,863","$18,863",-,-
642,Seoul Searching,"$18,654","$18,654",-,-
643,The Channel,"$18,319","$18,319",-,-
644,The Lion in Winter 2016 Re-release,"$18,177","$18,177",-,-
645,Coming Through the Rye,"$18,137","$18,137",-,-
646,Peter and the Farm,"$18,123","$18,123",-,-
647,Harry Benson: Shoot First,"$18,092","$18,092",-,-
648,A Bit of Bad Luck,"$18,089","$18,089",-,-
649,Holy Hell,"$18,051","$18,051",-,-
650,I Knew Her Well,"$18,010","$18,010",-,-
651,Men Go to Battle,"$18,006","$18,006",-,-
652,How He Fell in Love,"$17,575","$17,575",-,-
653,Streit's: Matzo and the American Dream,"$17,506","$17,506",-,-
654,Landfill Harmonic,"$17,205","$17,205",-,-
655,Always Shine,"$17,102","$17,102",-,-
656,On the Map,"$17,099","$17,099",-,-
657,1920 London,"$16,077",-,100%,"$16,077"
658,Five Nights in Maine,"$15,587","$15,587",-,-
659,Be Somebody,"$15,395","$15,395",-,-
660,The Adderall Diaries,"$15,364","$13,191",14.1%,"$2,173"
661,The President,"$15,338","$7,578",50.6%,"$7,760"
662,Starcrossed,"$15,263","$15,263",-,-
663,The Wanderers 2016 Re-release,"$14,492","$14,492",-,-
664,The Uncondemned,"$14,393","$14,393",-,-
665,Brother Nature,"$14,218","$14,218",-,-
666,Newtown,"$14,109","$14,109",-,-
667,Shangri-La Suite,"$14,073","$14,073",-,-
668,Yosemite,"$13,931","$13,931",-,-
669,A Space Program,"$13,739","$13,739",-,-
670,Tikkun,"$13,671","$13,671",-,-
671,Spices of Liberty,"$13,463","$13,463",-,-
672,Late Spring,"$13,254","$13,254",-,-
673,City of Women,"$12,516","$12,516",-,-
674,Elstree 1976,"$12,173","$12,173",-,-
675,Destiny,"$12,156","$12,156",-,-
676,Hot Water,"$12,101","$12,101",-,-
677,When Two Worlds Collide,"$12,080","$12,080",-,-
678,Lucha Mexico,"$11,722","$11,722",-,-
679,The Preppie Connection,"$11,558","$11,558",-,-
680,River of Grass,"$11,553","$11,553",-,-
681,The Ruins of Lifta,"$11,548","$11,548",-,-
682,Viktoria,"$11,314","$11,314",-,-
683,Theo Who Lived,"$11,271","$11,271",-,-
684,Daylight's End,"$11,257",-,100%,"$11,257"
685,Hacker,"$11,239","$11,239",-,-
686,What Happened Last Night,"$10,844","$10,844",-,-
687,National Bird,"$10,656","$10,656",-,-
688,SK1 2016 Re-release,"$10,330","$10,330",-,-
689,Approaching the Unknown,"$10,232","$10,232",-,-
690,Beta Test,"$10,104","$10,104",-,-
691,Tere Bin Laden: Dead Or Alive,"$9,995",-,100%,"$9,995"
692,Made in France,"$9,956","$9,956",-,-
693,Chosen,"$9,536","$9,283",2.7%,$253
694,The Lost Arcade,"$9,522","$9,522",-,-
695,The Tree of Wooden Clogs,"$9,367",-,100%,"$9,367"
696,Hooligan Sparrow,"$9,263","$9,263",-,-
697,Frank & Lola,"$9,188","$9,188",-,-
698,The Hollow Point,"$9,149",-,100%,"$9,149"
699,The Ardennes 2016 Re-release,"$9,116","$5,638",38.2%,"$3,478"
700,Providence,"$8,840","$8,840",-,-
701,Mojave,"$8,602","$8,253",4.1%,$349
702,From the East,"$8,540","$8,540",-,-
703,We Are Twisted Fucking Sister!,"$8,277","$8,277",-,-
704,Silicon Cowboys,"$8,239","$8,239",-,-
705,The Other Side,"$8,168","$8,074",1.2%,$94
706,Golden Kingdom,"$8,077","$8,077",-,-
707,Talent Has Hunger,"$7,998","$7,998",-,-
708,Roseanne for President!,"$7,960","$7,960",-,-
709,Portrait of a Garden,"$7,914","$7,914",-,-
710,Old Stone,"$7,768","$7,476",3.8%,$292
711,I Don't Belong Anywhere: The Cinema of Chantal Akerman,"$7,703","$7,703",-,-
712,Psycho Raman,"$7,612",-,100%,"$7,612"
713,Indian Point,"$7,251","$7,251",-,-
714,It Had to Be You,"$7,162","$7,162",-,-
715,"Ugly, Dirty and Bad","$7,144","$7,144",-,-
716,The Brainwashing of My Dad,"$7,028","$7,028",-,-
717,Boom Bust Boom,"$6,896","$6,896",-,-
718,Mad Tiger,"$6,823","$6,823",-,-
719,Ghost Team,"$6,639","$6,639",-,-
720,The Dying of the Light,"$6,627","$6,627",-,-
721,The Charnel House,"$6,332","$6,332",-,-
722,The Bad Kids,"$6,226","$6,226",-,-
723,Slash,"$5,902","$5,902",-,-
724,Bourek,"$5,844","$5,844",-,-
725,Undrafted,"$5,777","$5,777",-,-
726,Welcome to Happiness,"$5,083","$5,083",-,-
727,Call Her Applebroog,"$4,842","$4,842",-,-
728,Behind the White Glasses,"$4,770","$2,223",53.4%,"$2,547"
729,Marinoni: The Fire in the Frame,"$4,696","$4,696",-,-
730,Blood on the Mountain,"$4,664","$4,664",-,-
731,Miss Stevens,"$4,611","$4,611",-,-
732,The Automatic Hate,"$4,603","$4,603",-,-
733,Search Party 2016 Re-release,"$4,571","$4,571",-,-
734,Synchronicity,"$4,505","$4,505",-,-
735,On Meditation,"$4,322","$4,322",-,-
736,Auto Shop of Horrors,"$4,300","$4,300",-,-
737,Maximum Ride,"$4,218","$4,218",-,-
738,Breaking a Monster,"$4,212","$4,212",-,-
739,Among the Believers,"$4,189","$4,189",-,-
740,The Hollow,"$3,755","$3,755",-,-
741,The Last Film Festival,"$3,558","$3,558",-,-
742,The Loving Story 2016 Re-release,"$3,518","$3,518",-,-
743,Restored Me 2016 Re-release,"$3,428","$3,428",-,-
744,Burning Bodhi,"$3,289","$3,289",-,-
745,Best and Most Beautiful Things,"$3,016","$3,016",-,-
746,The Ghosts of Johnson Woods,"$3,000","$3,000",-,-
747,The Professor: Tai Chi's Journey West,"$2,852","$2,852",-,-
748,White Lies 2016 Re-release,"$2,760","$2,760",-,-
749,Mekong Hotel,"$2,502","$2,502",-,-
750,Homeland (Iraq Year Zero),"$2,491","$2,491",-,-
751,Ek Hazarachi Note,"$2,404","$2,404",-,-
752,Memoria,"$2,242","$2,242",-,-
753,The Watermelon Woman,"$1,989","$1,989",-,-
754,A Beautiful Now,"$1,714","$1,714",-,-
755,Miss India America,"$1,598","$1,598",-,-
756,The Silence of Mark Rothko,"$1,422","$1,422",-,-
757,A Small Good Thing,"$1,196","$1,196",-,-
758,Above and Below,"$1,189",-,100%,"$1,189"
759,Officer Downe,$850,$850,-,-
760,A Girl Like Grace,$713,$713,-,-
761,The Pit,$560,$560,-,-
762,Green is Gold,$455,$455,-,-
